Sentence,Entity,Sentiment
"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",food,positive
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,food,negative
they have a huge selection of different cream cheeses and all of their salads are great.,food,positive
the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,food,positive
the food was authentic.,food,positive
the dim sum is delectable while the prices are quite easy on the wallet.,price,positive
the dim sum is delectable while the prices are quite easy on the wallet.,food,positive
"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",food,positive
the worst excuse for japanese food i've ever encountered.,anecdotes,negative
a million better places to go in the city.,anecdotes,negative
okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,food,negative
i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,food,negative
i love it.,anecdotes,positive
if you want something really different than try jekyll and hyde.,anecdotes,positive
"we had reservations at 9pm, but was not seated until 10:15pm.",anecdotes,negative
"we had reservations at 9pm, but was not seated until 10:15pm.",service,negative
we had pam's special fried fish and it was amazing.,food,positive
there is no excuse for such lousy service!,service,negative
three strikes and this restaurant is out.,anecdotes,negative
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,food,positive
"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",price,negative
"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",food,positive
we would return to this place again!,anecdotes,positive
not enough wines by the glass either.,food,negative
i had the duck breast special on my last visit and it was incredible.,food,positive
i must say it's a little pricey for the food because it was not as spectacular as the view.,price,negative
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,food,positive
"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",ambience,negative
no gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive
"we were worried we would have trouble getting in, but somehow managed to have a short wait.",anecdotes,positive
"we were worried we would have trouble getting in, but somehow managed to have a short wait.",service,positive
my wife had the fried shrimp which are huge and loved it.,food,positive
"everything i had was good, and i'm a eater.",food,positive
one should not go to lucky strike for the food.,food,negative
the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.,service,negative
"to me it exemplifies soho, cute, artsy, interesting.",ambience,positive
"try everything for that matter, it is all good.",food,positive
both times we waited well over a half hour for a table (even though we had reservations).,service,negative
happy to be a regular at this place and would warmly recommend it to anyone.,anecdotes,positive
i've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants.,anecdotes,positive
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",service,positive
try the green curry!!!,food,positive
we had the scallops as an appetizer and they were delicious and the sauce was wonderful.,food,positive
we were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive
"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",food,positive
"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",service,positive
the food there are sastifying.,food,positive
i highly recommend to anyone to give this place a try.,anecdotes,positive
i highly recommend visiting this restaurant and having dinner and drinks!,anecdotes,positive
i highly recommend visiting this restaurant and having dinner and drinks!,food,positive
the bar is very well stocked with interesting beers and well priced wines.,food,positive
"last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but...).",anecdotes,negative
"last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but...).",service,negative
the food was good.,food,positive
"great wine selection, gigondas is worth the price, and the house champagne is a great value.",food,positive
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",ambience,negative
it just wasn't thai.,anecdotes,negative
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.,anecdotes,positive
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.,food,positive
i particularly love their yellowfun tuna and their mussel selection.,food,positive
i love to visit murrays for my bagel fix.,anecdotes,positive
"we made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school italian scenery with lots of fun stuff to admire.",ambience,positive
recommended.,anecdotes,positive
the place was nice and calm.,ambience,positive
cheese plate is a varied delight and great bargain at $10.,price,positive
cheese plate is a varied delight and great bargain at $10.,food,positive
i could have drank 4 glasses of water and still been parched - so watch out.,food,negative
"when we sat, we got great and fast service.",service,positive
"most of the servers are very attentive, friendly and quite attractive.",service,positive
but they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,food,positive
go girls!!!,anecdotes,positive
"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",service,negative
"the steak is good, the fish is good and the sushi was surprisingly great.",food,positive
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded.,anecdotes,positive
"the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.",ambience,negative
"the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.",service,negative
this is probably one of my new favorite places.,anecdotes,positive
"for being number 1, this place has alot of work to do in order to truly earn its so called reputation.",anecdotes,negative
they all know you.,service,positive
"my gf and i still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",food,positive
"my gf and i still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",ambience,positive
we ended the dinner with a surprisingly light and flaky apple tarte tatin.,food,positive
the buffet had a nice selection.,food,positive
waitstaff are very friendly.,service,positive
this restaurant is such a great place.,anecdotes,positive
i've been several times and am totally smitten.,anecdotes,positive
terrible experience.,anecdotes,negative
i love the place.,anecdotes,positive
service was slow had to wait to order and get food although not crowded.,service,negative
"it's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",price,positive
"the food was below average, the service was pathetic, there was no ambience at all.",food,negative
"the food was below average, the service was pathetic, there was no ambience at all.",ambience,negative
"the food was below average, the service was pathetic, there was no ambience at all.",service,negative
i really enjoyed the shows put on by the actors.,ambience,positive
service was efficient courteous.,service,positive
this one is definintely my least favorite.,anecdotes,negative
the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,food,negative
"everytime my husband and i go there, we are never disappointed.",anecdotes,positive
they are the best bagels i've had.,food,positive
we were not disappointed.,anecdotes,positive
"toons has recently been redone, so it's now a very attractive space.",ambience,positive
"while the prices are nothing special, the portions are huge.",price,positive
"while the prices are nothing special, the portions are huge.",food,positive
"its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food,positive
"its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",ambience,positive
"we arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the past!",anecdotes,negative
"however, i think this place is a good hang out spot.",ambience,positive
"the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth itsuperb food.",price,negative
"the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth itsuperb food.",food,positive
the wine list is extensive and impressive.,food,positive
we had the most wonderful waitress.,service,positive
the quail was fantastic and unique and the pastas were full of flavor.,food,positive
"when we left at 8:00 pm, it was packed and noisy.",ambience,negative
the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,food,positive
the staff is courteous and friendly.,service,positive
never fails to please.,anecdotes,positive
decor is nice though service can be spotty.,ambience,positive
decor is nice though service can be spotty.,service,positive
"aside from the rushed service, we were very impressed with the food and the drinks.",food,positive
"aside from the rushed service, we were very impressed with the food and the drinks.",service,negative
will absolutely visit again.,anecdotes,positive
make sure you have the spicy scallop roll.. .,food,positive
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.,price,positive
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.,anecdotes,positive
i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.,food,positive
this big draw is the all you can sushi here for $19.95!,price,positive
i consider the best grand sichuan restaurant in nyc.,anecdotes,positive
we spent 50 $$ definetly will come back with my friends!!!,price,positive
we spent 50 $$ definetly will come back with my friends!!!,anecdotes,positive
"some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",service,negative
the specials are usually quite good too.,food,positive
they've the best desserts and mixed drinks as well as snack foods.,food,positive
try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,food,positive
really cool stauff inside.,ambience,positive
"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.",food,negative
"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.",ambience,positive
the best burger i have had in the village.,food,positive
i would have gotten some cole slaw and a knish if my stomach had more space.,food,positive
would never go back there.,anecdotes,negative
"the blond wood decor is very soothing, the premium sake is excellent and the service is great.",food,positive
"the blond wood decor is very soothing, the premium sake is excellent and the service is great.",ambience,positive
"the blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive
your money could easily be better spent elsewhere (anywhere).,anecdotes,negative
"only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",service,negative
as always we had a great glass of wine while we waited.,food,positive
"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",service,positive
"of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",ambience,negative
service was very good and warm.,service,positive
cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can't top the setting for a romantic dinner in nyc.,ambience,positive
"like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",ambience,negative
"like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",service,negative
"seriously, this place kicks ass.",anecdotes,positive
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,food,positive
food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,ambience,positive
"also, because it is so thin, it gets cold very quickly and its not that filling.",food,negative
the food is nothing like its menu description.,food,negative
try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience.,food,positive
i loved it and would highly recommend.,anecdotes,positive
the best place to bring kids or any friends who want to do something different.,anecdotes,positive
"however, i do not understand the extraordinary hype about this restaurant.",anecdotes,negative
it's a small cute restaurant.,ambience,positive
i will be returning.,anecdotes,positive
"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.",food,positive
"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.",ambience,positive
the food is above average for midtown and sligtly better than some of the other heartland breweries in the city.,food,positive
thius is a must for anyone who loves shabu-shabu.,food,positive
the food was absolutely horrible!,food,negative
restaurant was dirty and unkempt.,ambience,negative
nice place though.,anecdotes,positive
warning: you may find it difficult to dine at other japanese restaurants after a visit to mizu!,anecdotes,positive
"the people with carts of food don't understand you because they don't speak english, their job is to give you the delicious food you point at.",food,positive
"the people with carts of food don't understand you because they don't speak english, their job is to give you the delicious food you point at.",service,negative
"the crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",food,positive
"not the greatest sushi place, but excellent for a $19.95 all you can eat.",price,positive
"shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",anecdotes,positive
the thai ice tea was amazingly smooth and yummy!,food,positive
we've never had any problems with the staff but maybe we've been lucky?,service,positive
drinks way over priced.,price,negative
the main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,negative
what i didn't like was how the food came right after it was ordered.,food,negative
"but warning: to all those that use this site be weary, be very weary of recommendations.",anecdotes,negative
we had a great time at the jekyll and hyde pub last night.,anecdotes,positive
try it side by side and there's no comparison.,anecdotes,positive
i think i've had some the best meals of my life at minnow.,food,positive
"most importantly, food is excellent.",food,positive
buon appetito!,anecdotes,positive
"if we were to move from the upper east side, we would genuinely miss this restaurant.",anecdotes,positive
"the best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",service,positive
i would highly recommend it.,anecdotes,positive
it's great to go for a quick lunch either alone or with a friend.,anecdotes,positive
the food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative
lloovve this place.,anecdotes,positive
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",price,positive
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",food,positive
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",ambience,positive
"finally, after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be.",anecdotes,positive
"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",service,negative
i love this place more and more everytime i go.,anecdotes,positive
i go and eat out at many different restaurants and this is one place you have go and try.,anecdotes,positive
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",price,negative
"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,positive
"we only ordered desserts and drinks, but no refills were offered.",service,negative
saul is the best restaurant on smith street and in brooklyn.,anecdotes,positive
"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",food,positive
the music is the best among all the indian restaurants i have visited.,ambience,positive
"the bread and lamb chops i had before the meal were quite good, however.",food,positive
rao's has the best service and atmosphere in nyc.,ambience,positive
rao's has the best service and atmosphere in nyc.,service,positive
good for dates or with friends.,anecdotes,positive
"they never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",service,negative
one of the best chicken tikka masala.,food,positive
"excellent dumplings served amid clean, chic decor.",food,positive
"excellent dumplings served amid clean, chic decor.",ambience,positive
"the kitchen however, is almost always slow.",service,negative
"the corned beef and pastrami are excellent, much less fatty than those big tourist places around times square.",food,positive
"cute place, nice wait staff but would never go there again.",ambience,positive
"cute place, nice wait staff but would never go there again.",service,positive
we had a good time.,anecdotes,positive
"also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",service,positive
we all felt it was worth it.,price,positive
"the plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",food,positive
service was also horrible and the ambience is not that great.,ambience,negative
service was also horrible and the ambience is not that great.,service,negative
"service is great, takeout is good too.",food,positive
"service is great, takeout is good too.",service,positive
the pizza is overpriced and soggy.,price,positive
the pizza is overpriced and soggy.,food,positive
"everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",food,positive
"everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",ambience,positive
"you'll pay at least double at any other italian restaurant in the city, and most still don't compare.",price,positive
"for the quality of food, a little too expensive.",price,negative
"for the quality of food, a little too expensive.",food,negative
horrible.,anecdotes,negative
here's to the fake fish tanks too...,ambience,negative
its worth the wait though.,anecdotes,positive
i've never had bad service and the fish is fresh and delicious.,food,positive
i've never had bad service and the fish is fresh and delicious.,service,positive
"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",ambience,positive
we decided to eat in tea room which was small and cute.,ambience,positive
what an amazing meal and experience!,anecdotes,positive
what an amazing meal and experience!,food,positive
unique apppetizers.,food,positive
"the staff has always been attentive and kind, and i've always been amazed at how they've handled all the various different group sizes that come in.",service,positive
it is the best deal in town for a monday night dinner at a fine restaurant.,price,positive
"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",price,negative
and never strayed.,anecdotes,positive
"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",ambience,positive
"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",price,negative
"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",anecdotes,negative
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",food,positive
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",ambience,positive
"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",service,positive
and all of that won't break your bank!,price,positive
the thai food is good.,food,positive
"great selection of wine, and seafood.",food,positive
delicious.,food,positive
acceptable prices.,price,positive
big thumbs up!,anecdotes,positive
"as i made the title, it's an affordable restaurant for great taste.",price,positive
"as i made the title, it's an affordable restaurant for great taste.",food,positive
they even scoop it out nice (for those on a diet) not too much not to little.,service,positive
definitely not worth the price!,price,negative
"orsay, is a very pleasnt throw back to traditional french food, and french service as well.",food,positive
"orsay, is a very pleasnt throw back to traditional french food, and french service as well.",service,positive
it's easy to get a table for a large group and you don't get hustled out.,service,positive
great food at reasonable prices.,price,positive
great food at reasonable prices.,food,positive
salads are a delicious way to begin the meal.,food,positive
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",food,positive
if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,ambience,positive
i loved it.,anecdotes,positive
the prices are about $9 for an entree for dinner and even less for lunch.,price,positive
and you can't beat the prices.,price,positive
should you happen to be impressed by the cuisine definitely try it.,food,positive
"i had the black cod with yuzu sauce, which was wonderful.",food,positive
prices too high for this cramped and unappealing resturant.,price,negative
prices too high for this cramped and unappealing resturant.,ambience,negative
tuk tuk is one of the rare choices for me to go in brooklyn.,anecdotes,positive
this quiet dark asian bistro is well worth the trip.,anecdotes,positive
i would highly recommend this place!,anecdotes,positive
total hipster-wannabe attitude in an otherwise sweet spot.,ambience,positive
total hipster-wannabe attitude in an otherwise sweet spot.,service,negative
"yes, there might be a wait if you have no reservations.",service,negative
thank you emilio.,anecdotes,positive
first of all dal bukhara rocks.,anecdotes,positive
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",food,negative
"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,negative
- i asked for them spicy and they were delicious).,food,positive
"it is terrific, as is the value.",price,positive
"it is terrific, as is the value.",food,positive
the sicilian is my favorite it is moist not dry like most places but all their pizza is great!,food,positive
downstairs lounge is always a good attraction,ambience,positive
the menu prices are a bit expensive for what you get in quality and portion size.,price,negative
the menu prices are a bit expensive for what you get in quality and portion size.,food,negative
"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive
"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,positive
"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",service,negative
the takeout is great too since they give high quality tupperware as well.,service,positive
"the food was not fresh, the sauces were bland and very oily.",food,negative
"off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.",anecdotes,positive
could be pricey without a prix fixe meal.,price,negative
this is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,ambience,positive
i would defiantly come back here again as one of my top choices.,anecdotes,positive
everyone was more then happy with his choices.,service,positive
"again, the waitress was awesome.",service,positive
worth the trip from manhattan.,anecdotes,positive
i loved everythig about it-especially the shows and actors.,anecdotes,positive
i loved everythig about it-especially the shows and actors.,ambience,positive
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,positive
"the food was just ok, i would never go back.",anecdotes,negative
zero ambiance to boot.,ambience,negative
got a little loud after 8pm when the joint got full.,ambience,negative
scalina fedeli reminded me why service is so integral to fine dining.,service,positive
i recommend the thai popcorn :),food,positive
i can't wait for the nex time.,anecdotes,positive
"everything looks great, the drinks, the decor, the food, even the people.",food,positive
"everything looks great, the drinks, the decor, the food, even the people.",ambience,positive
as soon as my father lifted his pen from the check a chef appeared to usher us out.,service,negative
the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,food,positive
great neighborhood joint.,anecdotes,positive
the tuna and wasabe potatoes are excellent.,food,positive
the only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,service,negative
my fiance took me to scopa last week for my birthday and i couldn't believe the food.,food,positive
ummm...the beer was cold.,food,positive
i take all my nyc guests to vt's.,anecdotes,positive
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.",food,positive
"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.",service,positive
"good crowd, good outdoor seating, with a hip japanese vibe.",ambience,positive
"even with the prix fixe pricing, this restaurant is not worth it.",anecdotes,negative
"we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",service,negative
"good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",anecdotes,positive
"however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.",anecdotes,positive
"however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.",ambience,positive
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",food,positive
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",ambience,positive
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",food,negative
"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,negative
"the view is spectacular, and the food is great.",food,positive
"the view is spectacular, and the food is great.",ambience,positive
good bagels and good cream cheese.,food,positive
"the food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive
"the food is wonderful, tasty and filling, and the service is professional and friendly.",service,positive
it is also extremely well priced.,price,positive
always great service!,service,positive
i am happy i did the food was awsome.,food,positive
i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.,anecdotes,positive
"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",food,negative
a bit breezy up there on the mezzanine from the wind coming from the tracks.,ambience,negative
"i recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food,positive
i loved the shows.,anecdotes,positive
i loved the shows.,ambience,positive
we could have made a meal of the yummy dumplings from the dumpling menu.,food,positive
the aesthetics of this place are like an airport lounge.,ambience,negative
"then, get ripped on free box wine.",price,positive
"then, get ripped on free box wine.",food,positive
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,anecdotes,positive
my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,food,positive
"if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",food,negative
"if you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",service,negative
the food itself was just ok - nothing spectacular - but the service was awful.,service,negative
the pizza is yummy and i like the atmoshpere.,food,positive
the pizza is yummy and i like the atmoshpere.,ambience,positive
"also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",food,negative
"also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",service,negative
give it a try and enjoy.,anecdotes,positive
good food.,food,positive
"those rolls were big, but not good and sashimi wasn't fresh.",food,negative
"the pesto pizza was excellent, thin-crust pizza with a nice amount of spicy italian cheese that i'd never heard of before.",food,positive
the only thing i could get attention from was one of at least two cats running around that kept batting at my table.,anecdotes,negative
if your into thai..you cannot miss this great restaurant.,anecdotes,positive
"going to ballato's is like coming home and eating in my own kitchen, an absolute delight!",anecdotes,positive
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",food,positive
"however, go for the ambience, and consider the food just a companion for a trip across the world!",food,negative
"however, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,positive
i think this is one of the more underrated places in the city.,anecdotes,positive
for out-of-towners who will get a big thrill out of the location!,anecdotes,positive
everyone that has ever come here with me has become a convert and returned regularly with their own friends.,anecdotes,positive
food was good not great not worth the wait or another visit,service,negative
i go at least 3 times a month and have never been disappointed.,anecdotes,positive
i think the restaurant was too loud (when full) to be romantic.,ambience,negative
"i have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",anecdotes,positive
"when you want a piece of beef, head on over.",food,positive
"delicate spices, onions, eggs and a kick-ass roti.",food,positive
incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant.,price,positive
incredible food at a very agreable price brings me back just about every other day to this authentic thai restaurant.,food,positive
"i actually gave patroon another chance before writing this, but the second visit was even worse.",anecdotes,negative
"also, if you don't want to sit at a certain table, you don't have to!",service,positive
unbelievable.,anecdotes,positive
a little pricey but it really hits the spot on a sunday morning!,price,negative
a little pricey but it really hits the spot on a sunday morning!,anecdotes,positive
the menu has lots of options: i hope to go back to try those potato pancakes.,food,positive
as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling.,anecdotes,positive
"the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.",anecdotes,positive
"the staff isn't the friendliest or most competent, and i am stickler for service, but everything else about this place makes up for it.",service,negative
"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions.",anecdotes,positive
"my wife and i will usually only order one primi and one secondi and split them, as they tend to offer large portions.",food,positive
this restaurant was way overhyped.,anecdotes,negative
i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer.,anecdotes,negative
i've overheard comments from him to his employees that should not have been delivered in the dining area and i've been sitting there while he lectured another customer.,service,negative
delicious crab cakes too.,food,positive
"now at the top of our list, del frisco's steakhouse.",anecdotes,positive
i cannot imagine you not rushing out to eat there.,anecdotes,positive
this was the worst dining experience i've ever had.,anecdotes,negative
i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna.,service,positive
just bring someone who speaks cantonese because waiter may not understand you.,service,negative
i thought i had died and gone to heaven.,anecdotes,positive
the bruschetta and panini's are so yummy!,food,positive
every waitress and customer who passed by me bumped into my chair.,anecdotes,negative
i have been going there since it opened and i can't get enough.,anecdotes,positive
"in fact, you can't miss it.",anecdotes,positive
i recently tried suan and i thought that it was great.,anecdotes,positive
"if the omakase is to showcase technique and variety, serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",food,negative
"i can't wait for summer, when they serve outside on their gigantic patio.",ambience,positive
best pastrami i ever had and great portion without being ridiculous.,food,positive
go here for the drinks!,food,positive
"i don't get it, what's so special about prune ?",anecdotes,negative
i'd definitely recommend this little place.,anecdotes,positive
"again, if you are in this neighborhood - by all means, come here.",anecdotes,positive
"butter was melted, white wine warm, cheese oozing everywhere.",food,negative
we had a party in their private room and they made it truly memorable and were very helpful in the planning.,service,positive
do yourself a favor and walk the extra avenue from joe's to eat here.,anecdotes,positive
"it cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,negative
i have eaten at shabu tatsu at least 5 times and i always want to go back for more!,anecdotes,positive
we were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,food,negative
authentic pakistani food.,food,positive
"the staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",service,positive
get it together.,anecdotes,negative
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce.",anecdotes,positive
"the eggplant parmesan is also great, and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce.",food,positive
"quality ingredients preparation all around, and a very fair price for nyc.",price,positive
"quality ingredients preparation all around, and a very fair price for nyc.",food,positive
"service was very good - prompt, attentive and non-intrusive.",service,positive
"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",food,negative
"in such a crappy part of town to find a good value for lunch, this place is great.",anecdotes,positive
"in fact, while leaving the place we saw two people looking at the menu, and i couldn't help telling them that the food was horrible.",anecdotes,negative
