Sentence,Entity,Sentiment,Probability
Nonetheless I have wasted my time by already asking Tesco Car Insurance to forward my NCD to me (in a phone call at 8,time,negative,0.011053187
I got the cover I wanted at a good price.,cover,positive,0.9940713
Alan checked the details provided and advise that my NCD this was fine and as long as I have no issues from here then the service to this point has been excellent.,service,positive,0.9986804
\nHowever your website automatically completed my car details and the quote given was based on this correct information.,website,positive,0.9991767
Good price based on other price comparison sites and my renewal quote.,comparison,positive,0.9888397
Web site very easy to use with a positive reaction at each stage of the application.,application,positive,0.99808973
Awesome Website easy to use very informative Buildings Insurance was set up swiftly.,website,positive,0.9989945
Fab process and foolproof to the non internet savvy people.,process,negative,0.43069163
one of the cons that i have with this company is proving ncd why not just add a feature where you can upload a file on website instead of e-mailing the file(which is likely to get blocked by email filters).,company,negative,0.42873046
only negative was that i had to complete the purchase on the computer as one of the buttons would not work when answering a question on my ipad,computer,negative,0.006258299
quick to answer phone not long to go over policy.,policy,negative,0.4339612
Excellent price but even as I try to change company every year I will contact AXA agin for a quote next year.,company,positive,0.98810345
I am unsure how to complete this survey as I have only just taken out the insurance and won't know if the service is any good unless I make a claim.,service,negative,0.041559372
I started this insurance quote when I got yo the end it would not let me continue to payment but rather gave me a number to ring not really impressed with that however could have just been me going wrong or something.,quote,negative,0.012831841
Good website and very competitive premium,website,positive,0.99875724
Very good recovery in terms of customer care after initially giving wrong advice!,customer care,positive,0.9910172
website user friendly and staff very helpful when I called.,website,positive,0.9990313
so do better by not paying for this useless review service and stop giving out your customers information to these useless review services,review service,negative,0.010317727
I attempted to insure my car with AXA via the Google website for a cost of Â£165 however after 3 attempts and being advised that my bank account detail was incorrect even though I was providing this information from my cheque book.,website,negative,0.024684094
Smooth and helpful transition process from my existing insurance company to AXA,transition,positive,0.9991061
i'm not happy with the website is not very good i try to put the date for my credit card and say is not correct i waist 1/2 hours and lost my time with it finished to ring the company whit the cost of the phone charge.,company,negative,0.015626535
Excellent service and good customer services,customer services,positive,0.99926645
it wasn't the cheapest option but i looked through all the other insurance companies listed that were cheaper and came to find that although they were cheaper customer service the service they provided didn't compare to axa!,service,negative,0.009445619
easy to complete application but seem unable to get policy details.,policy details,negative,0.20249014
Really impressed with Lee Byers  very clear and concise with all information regarding the purchase of my car insurance.,information,positive,0.999138
would not have changed had they quoted the correct price at the outset.,price,negative,0.015225599
\nI would recommend AXA to anyone who wants a straight forward web site and the best of all was that the insurance was cheap to buy.,site,positive,0.9986308
It's very good customer serviceand reasonable able price,customer service,positive,0.9990584
I had trouble entering my Reg.,trouble,negative,0.011083568
Spoke with Jamie Thompson who answered all my queries and guided me through the purchase of my policy.,policy,positive,0.9984983
Purchased car insurance online with no problems.,car,positive,0.99624026
If price is right next year will use again.,price,positive,0.9947976
Very little about passwords and does not seem easy to use.,passwords,negative,0.005618763
Looking for cheaper car insurance couldn't have been easier.,insurance,negative,0.033823874
Excellent value for money with the option  to add on to the insurance to tailer it to your personal requirements.,value,positive,0.99892247
The advisor whom I spoke to to register my claim was very friendly efficient and met my needs there and then.,claim,positive,0.99891984
The quote summary page was really confusing with too much information all I was looking for was the start dateIt took me a long time to figure out how to opt out of promotion emails too it's annoying that you have to log into your account and that there is not clear quick and easy way to do this.,time,negative,0.015825124
Website has clear layout easy to navigate.,website,positive,0.99908066
Would highly recommend you give them a try if you are looking for home insurance or about to renew your existing policy.,home insurance,positive,0.9980064
Had made a mistake and was given a refund very quickly,mistake,negative,0.034225572
Excellent service from AXA and the caller Caira was very polite and discussed all the options with me.,caller,positive,0.998896
excellent customer service and answered evry question i had,customer service,positive,0.99926025
easy to use good clear information fair price,price,positive,0.9992099
Excellent price and good service from agents.,service,positive,0.99909914
Very helpful in finding my quote and quick service also,service,positive,0.9993017
My accident happened on 29th May and was resolved on 19th August in this period of time nobody contacted me to let me know what was happening it was up to me to do all of the chasing.,time,negative,0.02049759
Rapid application process good value for money and a quick answer to my problem.,application process,positive,0.999087
Clear information and application process l understood exactly what l was getting and how much it would cost,application process,positive,0.99761415
Very easy to fill in questions and quick to give the quote.,quote,positive,0.9988218
\ the chap on the phone was really argumentative too.,phone,negative,0.06461969
I bought my car insurance online found it easy to do and was very clear steps as you go along,steps,positive,0.9990785
Bought car insurance website quick and easy recieved documents straight away and was able to log in and view to check all details quickly,website,positive,0.9982218
Easy to use website even for a 60 something year old competitive prices and good service,prices,positive,0.99880445
as i am not too good on a phone my daughter handled the conversations for me and i was very pleased to see that the lady at axa made sure that she was properley authorised to deal with my enquiry.,phone,positive,0.9140627
It's not very good market research.,market,negative,0.008380442
Would recommend axa to my family and friends so simple too book online !,axa,positive,0.99829775
Easy to get good value I'm a first time driver and was cheaper than expected super quick!,time,positive,0.9939277
no issues,issues,negative,0.07157806
no issues what so ever,issues,negative,0.06571828
no issues at all,issues,negative,0.083007485
not an issue at all,issues,negative,0.034022488
never an issue,issues,negative,0.04356228
not at all an issue,issues,negative,0.029340489
didn't have an issue,issues,negative,0.042020548
haven't had an issue,issues,negative,0.029736841
wasn't an issue,issues,negative,0.042977735
hasn't been an issue,issues,negative,0.058619738
never been an issue,issues,negative,0.036554147
shouldn't be an issue,issues,negative,0.030417193
without any issue,issues,negative,0.06480327
rarely an issue,issues,negative,0.04547941
hadn't been an issue,issues,negative,0.054282703
can't be an issue,issues,negative,0.028588044
aint an issue,issues,negative,0.032011617
cannot be an issue,issues,negative,0.023347251
no problem,problem,negative,0.09436741
no problem what so ever,problem,negative,0.0756278
no problem at all,problem,negative,0.10256544
not a problem at all,problem,negative,0.093584806
never a problem,problem,negative,0.112721466
not at all a problem,problem,negative,0.058270562
didn't have a problem,problem,negative,0.10556338
haven't had a problem,problem,negative,0.1082463
wasn't a problem,problem,negative,0.08993177
hasn't been a problem,problem,negative,0.13833128
never been a problem,problem,negative,0.070750825
shouldn't be a problem,problem,negative,0.052887082
without any problem,problem,negative,0.113448694
rarely a problem,problem,negative,0.07183973
hadn't been a problem,problem,negative,0.08807359
can't be a problem,problem,negative,0.067254245
aint a problem,problem,negative,0.039135057
cannot be a problem,problem,negative,0.04637903
not bad,bad,negative,0.044468373
not bad what so ever,bad,negative,0.036643256
not bad at all,bad,negative,0.045812767
not a problem at all,bad,negative,0.05510916
never so bad,bad,negative,0.033493347
not at all bad,bad,negative,0.040260747
didn't think so bad,bad,negative,0.035627622
haven't been bad,bad,negative,0.040236857
wasn't so bad,bad,negative,0.038447436
hasn't been so bad,bad,negative,0.050851814
never been so bad,bad,negative,0.028289892
shouldn't be that bad,bad,negative,0.036302347
cannot be that bad,bad,negative,0.030961579
would have no problem,problem,negative,0.07485651
wasn't really a problem,problem,negative,0.080324896
wasn't a hassle,hassle,negative,0.047881026
not a hassle at all,hassle,negative,0.052325133
not hassle what so ever,hassle,negative,0.02683025
not a hassle at all,hassle,negative,0.052325133
never a hassle,hassle,negative,0.049927752
not at all a hassle,hassle,negative,0.03670022
didn't think it is a hassle,hassle,negative,0.032320894
haven't been a hassle,hassle,negative,0.03932723
wasn't such a hassle,hassle,negative,0.04049851
hasn't been a hassle,hassle,negative,0.053340692
never been a hassle,hassle,negative,0.038113818
shouldn't be a hassle,hassle,negative,0.027543966
cannot be a hassle,hassle,negative,0.028436273
massive saving,saving,negative,0.11736615
Particularly liked the big buttons to opt out of marketing and to add extras to the cover if you wanted.,marketing,positive,0.9830361
"However, it wasn't a hassle to scan a copy of my renewal notice and email it through.",renewal,negative,0.17926303
Renewal premium couldn't be bettered by a comparison website.,website,negative,0.029482666
couldn't be better,better,negative,0.024422627
Appreciated getting a loyalty discount.,loyalty,positive,0.9989035
Very helpful to find details on how to contact you to opt out of automatic renewal.,automatic renewal,positive,0.9929052
The claim has practically been settled.,claim,positive,0.5441614
Having a online account with your policy details is very convenient.,account,positive,0.9983656
Not a big problem,problem,negative,0.070343405
no problem to call for advice,problem,negative,0.14204615
I would have no problem in recomending AXA to anyone.,AXA,positive,0.5530296
No issues to much info on site,issues,negative,0.12976569
There were no issues with ot,issues,negative,0.070052125
Absolutely no issues on renewal of policy!,issues,negative,0.0749033
No issues straight forward,issues,negative,0.38746238
Following appointment no issues just a shame/,issues,negative,0.0038651198
Straightforward with no issues.,issues,positive,0.9899755
I had no issues with the site.,issues,negative,0.09801673
All done on line no issues.,issues,negative,0.04277095
No hassle applying,hassle,negative,0.030871421
I had an accident and these guys are no hassle.,hassle,negative,0.049446076
Did what it said on the tin. . . arranged my policy with no hassle.,hassle,negative,0.08817488
"Done on line, No hassle, What's not to like!Would consider them in the future.",hassle,negative,0.012479988
Found quote via U Switch and signed up and paid on line with no hassle.,hassle,negative,0.24104343
"I've not had to do that with any other insurance provider, as I've always been able to buy the policy online, with no hassle.",hassle,negative,0.042295985
"quick, simple, no hassle.",hassle,negative,0.32819158
No hassle whatsoever and didn't have to make a single phone call.,hassle,negative,0.020742372
No hassle and so efficient!!,hassle,positive,0.68670076
o Hassle from start to Finish,hassle,negative,0.024388427
No hassle.,hassle,negative,0.04610821
No hassle!,hassle,negative,0.04333001
All done on line with no hassle.,hassle,negative,0.09799786
everything went smoothly with no hassle.,hassle,negative,0.41972676
"They did what they said on the tin, quick, no hassle, what I needed and best of all £200 cheaper than all the rest . . . .",hassle,positive,0.6035127
Straight forward no hassle on line procedure.,hassle,negative,0.18069981
no hassle experience,hassle,negative,0.05323665
From the bike being stolen on Friday we had a new like for like replacement delivered on Wednesday with no hassle.,hassle,negative,0.048073396
"Very quick, no hassle and no hidden extras that increase the final cost.",hassle,negative,0.116564184
Quick no hassle,hassle,negative,0.056326102
"Simple, no hassle service.",hassle,positive,0.85088086
No hassle so far.,hassle,negative,0.049052034
A 5 minute phone call later and AXA added an extra day on for free and most importantly with no hassle.,hassle,positive,0.95164996
Straight forward no hassle,hassle,negative,0.12636594
"this was very quick to do, no hassle!!",hassle,negative,0.31682697
No hassle,hassle,negative,0.04166484
No hassle at all.,hassle,negative,0.04808881
Easy to deal with. . . understanding and most of all no hassle and pushy sales gimmicks.,hassle,positive,0.82851887
"No fuss, no hassle, no hoops to jump through.",hassle,negative,0.035947375
no hassle.,hassle,negative,0.04610821
no hassle,hassle,negative,0.04166484
no hassle transaction,hassle,negative,0.056717083
"also, not all of the benefits are relevant, so i'd prefer a discount rather than things i do not use.",discount,negative,0.009009577
i was asked to pay for the cost of seeing a consultant as it was considered a pre-existing condition.,price,negative,0.13753247
we really enjoy the benefits system of our health which encourages us to be healthier but when we have gone to use our private medical insurance the rules have been very strict and we haven't benefited much more than we would have done if we're using the nhs .,insurance,positive,0.5486632
they are extremely helpful and never had a problem with them paying a claim,claim,positive,0.99404514
the procedures for claiming are tortuous and communication with the relevant staff is through phone rather than being able to exchange emails,staff,negative,0.21243028
they have always been very good at dealing with my claim,claim,positive,0.7315232
can improve customer service,service,positive,0.9981681
too expensive and the premium is always increasing - this is a common aspect with any insurance product related to prudential.,premium,negative,0.011759354
they have always been very good at dealing with my claim,claim,positive,0.7315232
"also, not all of the benefits are relevant, so i'd prefer a discount rather than things i do not use.",discount,negative,0.009009577
they are extremely helpful and never had a problem with them paying a claim,problem,positive,0.9917351
they are extremely helpful and never had a problem with them paying a claim,claim,positive,0.99404514
it is very stressful dealing with unqualified staff who are paid exclusively to fob you off rather than to help you!,staff,negative,0.018200511
too expensive and the premium is always increasing - this is a common aspect with any insurance product related to prudential.,premium,negative,0.011759354
i was asked to pay for the cost of seeing a consultant as it was considered a pre-existing condition.,price,negative,0.13753247
always have to object to annual increases to obtain a fair deal,lot,negative,0.103202574
i dont recommend insurance products,insurance,negative,0.040288143
"however, it is only by switching each year that i can get the best deal, never by using renewal.",deal,positive,0.8881331
i have to go elsewhere to get a better deal.,deal,negative,0.032434985
it's good for me because i get a discount but not for everyone.,discount,negative,0.010982114
so far i have never had a problem with them.,problem,negative,0.06542489
have to phone up every year to get the best deal,deal,positive,0.994839
the premium did not increase very much at the renewal.,premium,negative,0.013094585
the premium did not increase very much at the renewal.,renewal,negative,0.014748514
"well i've never had any problem with then, but that's not to say others wouldn't !",problem,negative,0.030387325
"Very easy to book online, managed to save £220 on my automatic renewal for a like-for-like quote (never accept auto renewal with admiral - they will rinse you dry) haven't had to contact axa yet but so far so good.",auto renewal,negative,0.056999337
Didn't have to prove ncb,ncb,negative,0.018636988
They requested proof of my NCB & that was simple to send to them.,ncb,positive,0.9940848
I have had no difficulty accessing my account and printing my Insurance certificate.,insurance certificate,negative,0.09385961
Was not the least expensive but was so easy to buy andupload my no claims proof.,claims proof,positive,0.950491
"This is the the third time I have used AXA - once for Car breakdown insurance when holidaying in France and when the car failed to start because of a failed battery it was soon fixed, once for travel insurance (no claim had to be made), and no once more.",claim,negative,0.1311992
"Very easy to book online, managed to save £220 on my automatic renewal for a like-for-like quote (never accept auto renewal with admiral - they will rinse you dry) haven't had to contact axa yet but so far so good.",auto renewal,negative,0.056999337
Repair carried out to my satisfaction no problems,repair,positive,0.99825305
"Axa, you should be running masterclasses in this, just don't let me down if I'm ever unfortunate enough to have to make a claim.",claim,negative,0.015191302
Also very rapid response to receipt of proof of no claims discount.,claims discount,positive,0.9944689
Was not the least expensive but was so easy to buy andupload my no claims proof.,claims proof,positive,0.950491
They were able to save me money and I gain with protecting the no claims bonus.,claims bonus,positive,0.99694234
Pleased with my renewal premium.,renewal premium,positive,0.9989579
Renewal premium couldn't be bettered by a comparison website.,renewal premium,negative,0.026534846
as far as i know they are good to look after someone if they had a claim,claim,positive,0.949769
they reluctant to negotiate on price and you have to really push them to give lower price at renewal,price,negative,0.01855748
they give me a great service however recently refused to give me a quote for yound drivers,quote,negative,0.12799141
other companies have good offers for new customers,offers,positive,0.99418664
i have had a quote from another company which gives us much better cover for less than half of what we are currently paying.,quote,positive,0.995968
in the advert it looks like you get a .,advertising,negative,0.053203434
"price isn't super competitive, cover not as good as some other providers",provider,negative,0.05259835
not had a problem with them.,problem,negative,0.023666993
i have never had a problem with this provider.,problem,negative,0.17780367
"whenever i have had to make a claim in the past, they have be incredibly efficient in helping.",claim,positive,0.99191403
i had a large claim 3yrs.,claim,negative,0.087377355
never had a problem with them,problem,negative,0.060730003
"we have had no trouble with direct line, but we also have not had a claim.",problem,negative,0.056219745
their rates fluctuate a lot and their loyalty discount (for multiple insurance) with them is meaningless.,insurance,negative,0.010378191
i have many policies with direct line and never had a problem.,problem,positive,0.633753
just never had a problem with them.,problem,negative,0.043557964
they never give their best renewal premium first time,renewal premium,negative,0.021773476
didnt give much of a discount for loyalty,discount,negative,0.032068644
had no major problems,problems,negative,0.32789278
why wasn't i offered this quote in the first place.,quote,negative,0.005147482
could be better quote,quote,negative,0.28581348
i wanted a better quote for car and home insurance but it was cheaper to go with tesco .,insurance,positive,0.8967098
quote went up this year,quote,negative,0.008311705
"i have no problem with bupa, but also i have no particular good feel of them",problem,negative,0.052038997
"i know i can trust them, i believe they are better than the other providers.",provider,positive,0.9934504
"i have no problem with bupa, but also i have no particular good feel of them",problem,negative,0.052038997
"i know i can trust them, i believe they are better than the other providers.",provider,positive,0.9934504
they have the facilities that can treat you that other providers do not,provider,negative,0.04065114
we have no problem with authorisation or payments,problem,negative,0.16014853
it's a great service but cones at a price,price,positive,0.9805956
we have no problem with authorisation or payments,problem,negative,0.16014853
they have the facilities that can treat you that other providers do not,provider,negative,0.04065114
i've never had a problem with them and been with them for over 10years,problem,negative,0.06522653
i've never had a problem with them and been with them for over 10years,problem,negative,0.06522653
not good value for money,value,negative,0.006691906
price hikes each year,price,negative,0.049716454
feel that the value for money is limited despite receiving the best possible care within the uk,value,negative,0.052900914
not good value for money,value,negative,0.006691906
have used two other insurance providers who were very helpful.,insurance,positive,0.9988009
"because i always have to ring up at renewal time to get the ""real"" best quote.",quote,positive,0.9954986
initially renewal quote was higher than what i was paying,quote,negative,0.008102747
i don't believe car insurance companies give value for money.,value,negative,0.019624248
and on renewal they always have a better deal on their website than they offer me as an existing customer.,customer,negative,0.32556686
"we only hear from them when renewing our insurance, would be nice to get discounts for being a loyal customer",customer,positive,0.9986864
"i have had this policy for quite few years, but so far i have had any issues with it.",insurance,negative,0.34785342
they will always consider themselves first before any customer,customer,positive,0.8251567
when my renew date came round they quoted me a ridiculous price.,price,negative,0.004374467
insurance is no longer about loyalty it's simply about price therefore i wouldn't recommend any insurance company unless they were constantly the cheapest year on year,insurance,negative,0.17116071
like all insurance company's i fell i'm not getting value for money,insurance,negative,0.015827347
there's no great insurance company.,insurance,negative,0.037566926
i know if i shop around i could get a better deal,deal,positive,0.9865416
my experience with axa has been positive.,experience,positive,0.99740124
the nature of insurance means no client can ever be happy - cost of coverage - restrictions in coverage - dealing with a claim,price,negative,0.16726364
high policy costs regardless of years of loyalty and zero claims,loyalty,negative,0.031833127
just that insurance went up a lot,deal,negative,0.092413895
"never fully happy with value for money, premium had gone up a bit",value,negative,0.03934845
every three months my monthly payment goes down as i have not had a claim.,payment,negative,0.009313212
it is sometimes a problem to get customer support to answer queries,problem,negative,0.08690359
i have found them to be the cheapest at the time of renewal,renewal,negative,0.35611442
because prices for motor insurance seem to vary greatly and axa may not give the best deal to another customer (compared to other companies),deal,negative,0.2041272
don't get a lot for the price.,deal,negative,0.05320089
axa is not the cheapest insurance provider,insurance,negative,0.009606984
just that insurance went up a lot,insurance,negative,0.027972905
"don't suit everyone, cost of premium, unfriendly staff",cost,negative,0.017121831
because the billing is sometimes a hassle,hassle,negative,0.01192185
"to little cover, to much excess",excess,negative,0.009431076
they have been a help,help,positive,0.9950387
"my late husband's cancer care was covered, no quibbles, no fuss, a huge claim.",claim,positive,0.98355454
i haven't used the insurance as of yet but from what has been offered i am happy,policy,positive,0.85165066
"it is quite expensive, high excess and you cant have some benefits unless you pay a lot more",excess,negative,0.0137597555
"don't suit everyone, cost of premium, unfriendly staff",cost,negative,0.017121831
price competitiveness could be called into question given that many providers have recently lowered their offer,providers,negative,0.18754323
"don't suit everyone, cost of premium, unfriendly staff",staff,negative,0.00766787
i haven't used the insurance as of yet but from what has been offered i am happy,policy,positive,0.85165066
price competitiveness could be called into question given that many providers have recently lowered their offer,providers,negative,0.18754323
"don't suit everyone, cost of premium, unfriendly staff",staff,negative,0.00766787
because the billing is sometimes a hassle,hassle,negative,0.01192185
"to little cover, to much excess",excess,negative,0.009431076
they have been a help,help,positive,0.9950387
never had to use policy,policy,negative,0.033481754
"it is quite expensive, high excess and you cant have some benefits unless you pay a lot more",excess,negative,0.0137597555
i have only had one small claim and it was handled promptly and efficiently.,claim,positive,0.98616785
"good service, but i have never made a claim.",claim,negative,0.009193468
"its okay but offer for motor insurance was a wild estimate compared with reentering details on website and getting a new quote, about 30% different.",offer,negative,0.06855208
i think they charge too much but then think that all insurance charge as much as they can get away with and friends who have had claims tell me of the quibbles and hassle they have,hassle,negative,0.025979772
good policy but customer service issues,service,positive,0.5226584
my son has had different experience of them and didn't get such a good quote forequest motor insurance,insurance,negative,0.028653394
found cheaper renewal quote,renewal quote,positive,0.99632037
"its okay but offer for motor insurance was a wild estimate compared with reentering details on website and getting a new quote, about 30% different.",insurance,negative,0.18485689
they are not always the best deal.,deal,negative,0.014161352
took a lot of phones to get them to complete on a claim,claims,negative,0.041707333
never had a problem with them,problem,negative,0.060730003
there price for renewal jumps up massively even if you haven't made a claim,claims,negative,0.0072818487
prices for car insurance could be lower,insurance,negative,0.3455359
i have been with aviva for some time and have not had a problem with them at all.,problem,negative,0.040648002
never had a problem with them neither with premium or claim.,problem,negative,0.051756937
never had a problem with aviva and,problem,negative,0.07408773
can always get a few bob knocked off quote when i phone.,quote,negative,0.009161988
"loyal customers always have to shop around, get a better quote and aviva then find a discount.",quote,positive,0.9973284
i had to get back to them for a better quote when renewing i think they could have given me the lower quote in the first place,quote,negative,0.037888393
insurance cost are to high,insurance,negative,0.10231878
i dont like the customer service,service,negative,0.022066617
their car insurance is to high,insurance,positive,0.95170397
no insurance company is perfect,insurance,negative,0.05571497
they have remained more realistic with insurance prices than other companies,insurance,positive,0.8243032
could give a better deal on my own car insurance,deal,positive,0.99228853
because they've never let me down and are only charging a below inflation charge for my renewal,renewal,negative,0.021143865
never had any trouble with them and i get a discount as the people i work for use them,discount,positive,0.97814125
some customer service issues,service,negative,0.022172458
rubbish customer service,service,negative,0.0036421865
rubbish customer service,service,negative,0.0036421865
because they've never let me down and are only charging a below inflation charge for my renewal,renewal,negative,0.021143865
"good service, but not enough experience to recommend fully",experience,negative,0.28046054
the premium has gone up a lot this month,premium,negative,0.025935346
the premium has gone up a lot this month,premium,negative,0.025935346
i would like more communication and information from their part.,information,positive,0.984657
some customer service issues,service,negative,0.022172458
i would like more communication and information from their part.,information,positive,0.984657
compnay's interest overshadows the customer's interest,customer,negative,0.31457633
good so far but never having to make a claim,claim,negative,0.040344924
compnay's interest overshadows the customer's interest,customer,negative,0.31457633
premiums are quite high for the insurance,premium,negative,0.048020072
never had any trouble with them and i get a discount as the people i work for use them,discount,positive,0.97814125
because they've never let me down and are only charging a below inflation charge for my renewal,renewal,negative,0.021143865
never had any trouble with them and i get a discount as the people i work for use them,discount,positive,0.97814125
i would like more communication and information from their part.,information,positive,0.984657
i would like more communication and information from their part.,information,positive,0.984657
compnay's interest overshadows the customer's interest,customer,negative,0.31457633
some customer service issues,service,negative,0.022172458
some customer service issues,service,negative,0.022172458
rubbish customer service,service,negative,0.0036421865
rubbish customer service,service,negative,0.0036421865
because they've never let me down and are only charging a below inflation charge for my renewal,renewal,negative,0.021143865
"good service, but not enough experience to recommend fully",experience,negative,0.28046054
the premium has gone up a lot this month,premium,negative,0.025935346
the premium has gone up a lot this month,premium,negative,0.025935346
good so far but never having to make a claim,claim,negative,0.040344924
compnay's interest overshadows the customer's interest,customer,negative,0.31457633
premiums are quite high for the insurance,premium,negative,0.048020072
never had any trouble with them and i get a discount as the people i work for use them,discount,positive,0.97814125
"its okay but offer for motor insurance was a wild estimate compared with reentering details on website and getting a new quote, about 30% different.",offer,negative,0.06855208
i think they charge too much but then think that all insurance charge as much as they can get away with and friends who have had claims tell me of the quibbles and hassle they have,hassle,negative,0.025979772
good policy but customer service issues,service,positive,0.5226584
my son has had different experience of them and didn't get such a good quote forequest motor insurance,insurance,negative,0.028653394
found cheaper renewal quote,renewal quote,positive,0.99632037
prices for car insurance could be lower,insurance,negative,0.3455359
there price for renewal jumps up massively even if you haven't made a claim,claims,negative,0.0072818487
"its okay but offer for motor insurance was a wild estimate compared with reentering details on website and getting a new quote, about 30% different.",insurance,negative,0.18485689
they are not always the best deal.,deal,negative,0.014161352
took a lot of phones to get them to complete on a claim,claims,negative,0.041707333
never had a problem with them,problem,negative,0.060730003
"they look after me and are very reasonable, i always get a discount when i ring them.",discount,positive,0.9959122
i have been with aviva for some time and have not had a problem with them at all.,problem,negative,0.040648002
never had a problem with them neither with premium or claim.,problem,negative,0.051756937
never had a problem with aviva and,problem,negative,0.07408773
because the billing is sometimes a hassle,hassle,negative,0.01192185
"to little cover, to much excess",excess,negative,0.009431076
"don't suit everyone, cost of premium, unfriendly staff",cost,negative,0.017121831
"don't suit everyone, cost of premium, unfriendly staff",cost,negative,0.017121831
"it is quite expensive, high excess and you cant have some benefits unless you pay a lot more",excess,negative,0.0137597555
price competitiveness could be called into question given that many providers have recently lowered their offer,providers,negative,0.18754323
"don't suit everyone, cost of premium, unfriendly staff",staff,negative,0.00766787
i haven't used the insurance as of yet but from what has been offered i am happy,policy,positive,0.85165066
"my late husband's cancer care was covered, no quibbles, no fuss, a huge claim.",claim,positive,0.98355454
price competitiveness could be called into question given that many providers have recently lowered their offer,providers,negative,0.18754323
"don't suit everyone, cost of premium, unfriendly staff",staff,negative,0.00766787
because the billing is sometimes a hassle,hassle,negative,0.01192185
"to little cover, to much excess",excess,negative,0.009431076
they have been a help,help,positive,0.9950387
they have been a help,help,positive,0.9950387
i haven't used the insurance as of yet but from what has been offered i am happy,policy,positive,0.85165066
never had to use policy,policy,negative,0.033481754
"it is quite expensive, high excess and you cant have some benefits unless you pay a lot more",excess,negative,0.0137597555
i have only had one small claim and it was handled promptly and efficiently.,claim,positive,0.98616785
"good service, but i have never made a claim.",claim,negative,0.009193468
"because i always have to ring up at renewal time to get the ""real"" best quote.",quote,positive,0.9954986
initially renewal quote was higher than what i was paying,quote,negative,0.008102747
i am completely satisfied with the level of cover and the service i receive the only thing i am slightly unhappy with is the increase in premium despite never making a claim,claim,negative,0.0038004175
they cover my car insurance and i've been disappointed with how they've handled my claim,claim,negative,0.01113615
they will always consider themselves first before any customer,customer,positive,0.8251567
i don't believe car insurance companies give value for money.,value,negative,0.019624248
and on renewal they always have a better deal on their website than they offer me as an existing customer.,customer,negative,0.32556686
"we only hear from them when renewing our insurance, would be nice to get discounts for being a loyal customer",customer,positive,0.9986864
"i have had this policy for quite few years, but so far i have had any issues with it.",insurance,negative,0.34785342
when my renew date came round they quoted me a ridiculous price.,price,negative,0.004374467
"i have no problem with bupa, but also i have no particular good feel of them",problem,negative,0.052038997
"i know i can trust them, i believe they are better than the other providers.",provider,positive,0.9934504
"i have no problem with bupa, but also i have no particular good feel of them",problem,negative,0.052038997
"i know i can trust them, i believe they are better than the other providers.",provider,positive,0.9934504
they have the facilities that can treat you that other providers do not,provider,negative,0.04065114
we have no problem with authorisation or payments,problem,negative,0.16014853
we have no problem with authorisation or payments,problem,negative,0.16014853
it's a great service but cones at a price,price,positive,0.9805956
they have the facilities that can treat you that other providers do not,provider,negative,0.04065114
i've never had a problem with them and been with them for over 10years,problem,negative,0.06522653
not good value for money,value,negative,0.006691906
i've never had a problem with them and been with them for over 10years,problem,negative,0.06522653
price hikes each year,price,negative,0.049716454
feel that the value for money is limited despite receiving the best possible care within the uk,value,negative,0.052900914
not good value for money,value,negative,0.006691906
have used two other insurance providers who were very helpful.,insurance,positive,0.9988009
i have had a quote from another company which gives us much better cover for less than half of what we are currently paying.,quote,positive,0.995968
in the advert it looks like you get a .,advertising,negative,0.053203434
"price isn't super competitive, cover not as good as some other providers",provider,negative,0.05259835
not had a problem with them.,problem,negative,0.023666993
"whenever i have had to make a claim in the past, they have be incredibly efficient in helping.",claim,positive,0.99191403
"we have had no trouble with direct line, but we also have not had a claim.",problem,negative,0.056219745
i had a large claim 3yrs.,claim,negative,0.087377355
never had a problem with them,problem,negative,0.060730003
i have never had a problem with this provider.,problem,negative,0.17780367
had a problem during a claim with poor legal service through direct line,problem,negative,0.018090632
their rates fluctuate a lot and their loyalty discount (for multiple insurance) with them is meaningless.,insurance,negative,0.010378191
i have many policies with direct line and never had a problem.,problem,positive,0.633753
just never had a problem with them.,problem,negative,0.043557964
they never give their best renewal premium first time,renewal premium,negative,0.021773476
didnt give much of a discount for loyalty,discount,negative,0.032068644
had no major problems,problems,negative,0.32789278
why wasn't i offered this quote in the first place.,quote,negative,0.005147482
could be better quote,quote,negative,0.28581348
i wanted a better quote for car and home insurance but it was cheaper to go with tesco .,insurance,positive,0.8967098
quote went up this year,quote,negative,0.008311705
had a problem during a claim with poor legal service through direct line,claim,negative,0.020398917
"however, it is only by switching each year that i can get the best deal, never by using renewal.",deal,positive,0.8881331
i have to go elsewhere to get a better deal.,deal,negative,0.032434985
it's good for me because i get a discount but not for everyone.,discount,negative,0.010982114
so far i have never had a problem with them.,problem,negative,0.06542489
have to phone up every year to get the best deal,deal,positive,0.994839
the premium did not increase very much at the renewal.,premium,negative,0.013094585
the premium did not increase very much at the renewal.,renewal,negative,0.014748514
"well i've never had any problem with then, but that's not to say others wouldn't !",problem,negative,0.030387325
"also, not all of the benefits are relevant, so i'd prefer a discount rather than things i do not use.",discount,negative,0.009009577
i was asked to pay for the cost of seeing a consultant as it was considered a pre-existing condition.,price,negative,0.13753247
